"나이","성별","키_cm","몸무게_kg","체지방율","윗몸일으키기","등급"
2,0,170.7,76.8,22.5,50,4
1,1,163.3,57.3,25.7,38,4
1,0,175,74.1,15.6,55,4
2,1,153.5,56.9,25.6,59,4
2,0,163.4,59.8,21.4,53,4
1,1,173.1,61.7,16.8,44,4
2,1,163.2,54.3,25.5,35,4
1,1,164.4,54.6,29.9,34,4
1,0,173.9,65.9,14.6,59,4
3,0,190.9,70.3,19.1,41,4
1,0,175.2,66.3,11.2,55,4
2,1,162.2,57.7,20.5,42,4
1,1,163.2,54.4,26.8,36,4
3,0,176.7,79.1,18.4,35,4
1,0,172.3,72.3,9.8,72,4
3,0,157,67.8,21.2,49,4
2,0,168,62.6,14.3,50,4
1,0,184.6,78.2,9.7,58,4
1,1,160.7,54.6,26.2,48,4
2,0,169,74.5,17.3,53,4
1,1,152.6,48.1,26,42,4
1,0,175.8,72.1,18.7,54,4
3,0,164.6,65.8,26.1,31,4
3,1,161.5,54.2,23.5,37,4
1,1,166.7,58.4,25.3,45,4
1,1,163.8,52,18,47,4
1,0,175.2,72.4,10.7,54,4
1,1,161.2,45,16.7,55,4
2,1,161.4,62.5,27.5,46,4
1,0,174.8,68.5,15.2,60,4
2,1,160.4,64.5,31,35,4
2,0,175.1,63.3,10.9,46,4
1,1,155.9,50.8,23.4,47,4
3,1,156.9,56.2,34.9,30,4
1,0,182.4,83.6,19.1,63,4
1,1,170.2,58.3,24.3,39,4
3,1,150.6,51.4,38.2,25,4
1,1,167.6,57.6,27.9,44,4
2,0,176,82.9,22.3,50,4
1,0,184.6,76.8,15.3,57,4
2,1,160.4,49.1,17,39,4
1,1,168.7,56.4,29.9,40,4
2,0,184,87.7,16.1,63,4
1,0,170.7,70.5,19,59,4
2,0,173.5,68.5,14.3,59,4
2,0,180.2,76.3,19.7,60,4
3,0,170.6,64.9,17.7,35,4
2,1,159.6,53.5,23.2,41,4
2,0,170.6,68,16.3,50,4
1,1,165.8,51.4,18.1,46,4
1,0,171.3,68.7,11.2,71,4
2,0,168.7,65.4,10.8,60,4
3,1,159.6,59.3,34.4,21,4
1,1,160.6,53.7,26.1,44,4
3,0,162.5,72.7,27.8,31,4
1,0,173.9,64,15.2,55,4
1,0,177.4,78.3,14,63,4
1,1,170.7,67.6,24.9,51,4
3,0,160,51.8,8.6,36,4
1,0,171.7,69.8,11,67,4
3,1,163.3,50.76,18.4,37,4
2,0,179.9,84,20.2,57,4
1,1,162.3,49.4,26.1,40,4
1,0,169.7,67.1,15.4,57,4
1,0,174.5,71.4,18.9,57,4
1,1,157.7,46.2,20.2,43,4
1,0,175.9,82.04,15,60,4
3,0,181.2,78.5,19.6,35,4
1,1,167.5,53.6,23.4,39,4
1,1,165.7,68.5,27.3,42,4
1,1,162.2,58.48,28.8,37,4
1,0,169,63.1,8.7,52,4
1,1,165.2,54.1,27,35,4
1,1,163.1,61.4,31,44,4
1,1,163.9,54,22.8,45,4
2,0,173,71.1,14.9,58,4
3,0,160.5,66.62,24.6,41,4
3,1,158.9,51,23.5,21,4
3,0,163.7,65.3,23.1,50,4
3,0,175.2,73.8,12.7,39,4
1,1,166,51.5,27.4,47,4
1,0,172.3,75.7,12.1,71,4
1,0,184.8,86.6,14.8,62,4
1,0,174.8,62,11.5,51,4
1,1,160.1,55.1,26.9,58,4
1,0,174,69.8,10.8,67,4
1,1,158,47.44,22.4,45,4
1,0,177.1,67.2,15.5,56,4
3,0,167.6,65.4,18.3,37,4
2,1,174.1,63.6,19.9,34,4
1,0,170.6,47,10,65,4
1,1,162.7,64,28.3,38,4
2,1,156.2,52.9,26.1,40,4
1,1,165.4,59.1,21.9,42,4
1,0,175.8,69.1,8.3,64,4
1,0,171.6,78.6,16.7,56,4
1,0,164.8,62.7,12.2,53,4
1,1,164,60.3,23.2,51,4
1,1,158.3,48.22,24,41,4
2,0,172.7,86.2,27.4,56,4
3,1,167.9,58.8,24,34,4
1,0,175,64.8,17.9,60,4
2,0,178,90.4,26.3,51,4
1,1,173.5,54.5,19.4,37,4
3,0,175.7,72.1,26.5,35,4
2,0,164.4,64.4,24.3,44,4
1,1,160,49.6,23.8,50,4
2,0,170,62.7,10,65,4
1,1,163.2,59.92,26.9,55,4
2,1,161.3,57.2,29.1,30,4
3,0,168.4,67.6,17.8,65,4
1,0,180,78.9,17.9,63,4
3,0,163.9,66.3,20.5,50,4
2,0,166.7,65.7,13.4,52,4
1,1,160.1,58.7,18.3,52,4
2,1,163.8,59.1,26.1,32,4
1,1,167.1,59.2,22.4,40,4
1,0,169.9,69.2,14.1,59,4
2,0,175.4,70.9,19.3,52,4
1,0,171.4,69.34,13.1,66,4
1,1,169.2,55.4,23.6,45,4
1,0,172.8,69.7,18.6,53,4
1,0,173.8,80.5,14.1,58,4
1,1,160.8,59.6,25.6,34,4
3,0,166.2,58.8,15.4,54,4
1,1,161.3,51.2,24.2,35,4
1,1,160,60,28,39,4
2,0,173.7,77.9,13.9,58,4
1,0,164.6,70.6,18.7,61,4
3,1,155.2,48.9,26.8,36,4
2,0,178.1,80.4,27.5,45,4
3,1,157.8,67.2,35,27,4
3,1,156.3,58.3,35.6,23,4
1,1,160,57.3,27.6,44,4
1,1,162.6,53.5,23.4,41,4
3,0,162,62.7,24.6,41,4
1,0,170.3,48.8,4.9,62,4
1,0,173,67.6,12,60,4
2,1,161.7,56.6,18.7,43,4
2,0,169.7,77.9,20.7,54,4
3,0,168.1,69,21.5,40,4
1,0,172.1,71.84,14.6,62,4
1,1,166.1,58.2,26.1,40,4
2,0,166,64.5,12,60,4
3,0,165.7,64,18.5,32,4
1,0,171,67.7,10.9,68,4
2,1,161.3,60.2,26.6,32,4
3,0,169.5,68.9,23.6,46,4
2,0,174.6,79.7,21,48,4
3,1,166.4,57.38,15.6,50,4
3,0,173,76.5,24.6,38,4
2,0,172.9,79.7,17.9,66,4
2,1,158.5,48.9,18.1,44,4
2,0,173,73.2,17.30705,60,4
2,0,163,78.6,29.6,60,4
2,0,173.2,76.1,13.6,60,4
2,0,180.9,73.1,9.7,54,4
1,1,155.9,48.7,23.7,43,4
2,0,167.1,68.9,14.6,55,4
1,0,168.6,71.1,4.5,54,4
1,1,159.6,64.3,29.4,50,4
2,1,158.4,56.7,27.4,39,4
3,0,171.5,71,17.7,33,4
1,0,168.9,79.66,16.5,55,4
1,1,164.1,58.1,20.5,50,4
1,1,165.5,48.62,19.9,44,4
1,1,153.8,48.5,25.3,43,4
1,0,170.2,62,13.8,65,4
2,0,176,76.4,11.7,57,4
3,1,151.7,53.8,29,24,4
2,0,171.4,69,12,50,4
1,1,164.8,50.4,16.8,41,4
1,1,161.3,51.6,23.4,39,4
1,0,175.2,72.2,11,55,4
3,1,151.3,62.3,37.2,21,4
1,0,180.3,78.9,12.1,57,4
2,1,152.4,50.9,26.6,37,4
1,1,165,50.5,21,40,4
1,1,166.3,67,36,51,4
2,1,156.1,50.6,16.3,37,4
2,1,157.3,59,30.9,31,4
1,0,177,81.6,18.3,55,4
2,0,186,76,15.8,54,4
1,0,176,70.6,20.8,57,4
3,1,158.4,54.7,27.8,17,4
2,0,174,71.2,13.3,43,4
2,0,179.3,70.1,14,50,4
2,1,167.9,67,23.3,31,4
1,1,162.9,74.8,31.5,46,4
1,0,183.6,78,13.8,63,4
1,1,159.5,68.8,35.4,51,4
1,1,167.9,61,21.1,55,4
2,1,166.7,55.7,17.1,35,4
1,1,167.3,63.5,26.5,48,4
2,1,162,54.9,23.8,38,4
2,0,170,63.6,12,62,4
2,1,160.2,57.4,29.3,35,4
1,1,157.5,50.8,24.2,42,4
2,0,168.2,71.6,17.7,51,4
1,1,171,67.3,31.8,49,4
1,0,174.2,75.6,15.6,57,4
3,1,157,57.6,20.3,24,4
3,0,179.6,71.4,12.97,33,4
1,0,168.9,69,21.3,56,4
3,0,171.4,68.4,17.1,44,4
1,0,189.3,87,15.4,51,4
2,1,160.6,54.8,28.7,32,4
2,0,174,61.6,15.1,54,4
1,0,167.6,55.2,9.6,57,4
2,1,167,61.4,18.6,41,4
3,1,166.6,61.3,24.3,26,4
3,1,156.2,53,26.7,33,4
2,1,164.2,64.5,26.8,35,4
3,1,155.6,58,31.8,21,4
2,0,168.7,73.3,20.2,51,4
1,0,174,70.2,14.6,69,4
1,1,163.1,54.1,21.3,61,4
1,1,167.7,58.2,26.2,66,4
1,1,166.8,58.5,23,57,4
1,1,161.5,59.2,30,48,4
1,1,157.6,53.1,24.8,59,4
1,1,164.3,52.1,20.8,44,4
1,0,169.4,71.2,18.4,52,4
1,1,156,64.3,32.3,49,4
1,1,157.8,57.4,27.2,42,4
3,0,166.5,60.9,22.5,42,4
3,1,161,50.02,15,38,4
2,0,169.5,70.9,18.1,48,4
1,1,161.2,47,18.5,42,4
2,1,161.8,57.3,27.4,31,4
2,0,168.3,64.5,15.6,47,4
3,0,164.6,64.2,25,39,4
1,0,182.9,68.1,11.4,64,4
1,1,154.3,49,25.7,43,4
3,0,168.6,68,17.6,41,4
1,0,179,82.6,20.8,59,4
1,1,161.8,63.2,29.6,56,4
2,1,163,53.6,30.5,42,4
3,0,162.8,58.5,14.6,45,4
2,0,182.5,72.7,17.1,59,4
1,1,164,59,24.9,53,4
2,1,154.7,44.4,21.7,34,4
2,1,168.3,58.1,17.9,32,4
2,0,177.2,70.6,16.7,52,4
1,1,157.4,56.8,24.6,54,4
1,1,162.7,49.72,21.1,49,4
2,0,167.5,70.4,18.3,55,4
2,0,175.1,68.58,13,52,4
1,0,172.6,71.9,19.5,55,4
1,1,168.1,53.6,15.1,46,4
2,0,179.3,75.8,15.7,41,4
1,0,169.9,78.2,16.9,61,4
1,0,175.6,72.6,14.3,56,4
2,0,171.1,78.3,22.2,44,4
1,1,162.3,52.9,20.7,52,4
1,1,166.3,56.2,23.3,46,4
1,0,170.7,72,14,59,4
1,0,171.1,60.3,19,53,4
1,1,155.4,53.7,28.8,47,4
1,0,183.4,77.8,8.7,55,4
1,0,179,80.6,10.7,57,4
2,0,173,65.54,11.9,47,4
2,0,166.8,70.3,17.8,60,4
2,0,173.5,80.6,19.8,50,4
2,0,166.2,75.6,14.8,49,4
1,0,170.4,66.1,15.9,53,4
1,1,168.8,51,23.2,43,4
3,1,157.4,48.2,17.5,27,4
1,0,171.7,77.3,15.1,59,4
1,0,170.7,71.84,22,54,4
1,0,176,72.4,17.4,75,4
2,0,162.5,57.7,12.8,59,4
3,0,168.1,60.1,9.9,32,4
1,0,166.5,67,22.2,63,4
3,0,163,57.5,9.963,48,4
1,1,177.4,62.7,23.4,49,4
1,0,178.9,83.1,13.8,55,4
3,1,152.8,46.2,20,29,4
1,1,167.6,71.9,29,44,4
1,1,161.6,45.4,27.9,60,4
2,1,158.5,53.6,26.4,31,4
1,0,175.4,60.6,13.5,53,4
1,0,179.6,89.4,13.5,59,4
3,1,157.2,50.4,26.7,18,4
3,0,169.8,66.9,21.1,34,4
1,0,171.2,67.1,13.6,72,4
1,0,179,72.52,11.4,53,4
1,1,159.9,59.8,23.5,46,4
3,0,178.1,76.5,21.1,38,4
3,1,154.3,41.4,23,21,4
1,0,167.4,74.9,16.4,63,4
1,1,163.3,54.1,24.3,47,4
1,1,155.1,59.9,29.5,54,4
3,0,171,77.3,19.7,33,4
2,1,168,58.9,27.4,36,4
1,0,174.3,66.2,8.7,67,4
1,1,164.1,49.38,19.1,46,4
1,0,176,79.6,25.5,56,4
2,1,166,58.5,25.8,33,4
2,0,173,73.9,16.9,60,4
2,0,175,65.5,17.9,52,4
2,0,168.3,63.3,14.7,44,4
1,0,180.6,80.1,7.9,51,4
1,1,160.6,58.3,29.3,39,4
2,0,178.9,76.9,19.5,49,4
2,1,166.3,55.2,24.2,47,4
3,0,160.4,57.1,15.7,55,4
3,1,158.4,51.7,22.7,30,4
1,0,148,66.3,10.7,56,4
3,0,179.9,84.2,24.7,37,4
3,1,161.9,56.1,22.9,32,4
2,1,160.8,63.3,35.5,36,4
3,0,165.9,59.9,16.7,41,4
1,0,178.3,73.5,12.7,55,4
2,0,180.8,79.3,19.6,50,4
2,0,165.1,60.9,14.8,47,4
2,1,164.4,52.7,19.9,42,4
2,0,164.4,63.6,23.4,42,4
2,1,160.2,57.2,30.1,44,4
1,1,153.4,51.1,23.9,39,4
1,0,163.1,64.4,11.7,60,4
2,1,161.5,63.9,25.5,39,4
1,1,168.8,62.1,22.5,41,4
3,0,156.7,56.1,20,55,4
2,0,172.5,73,16.9,63,4
1,1,165.5,60.9,29.6,51,4
2,0,176.9,67.8,11.4,46,4
1,1,159.8,54.8,24.4,38,4
3,0,166,66.2,23.5,47,4
2,0,177.7,72.2,17.4,45,4
1,1,162.7,54.4,26.9,48,4
1,0,173.3,77.4,17.3,58,4
2,0,165.9,70.3,22.1,58,4
2,0,169.3,65.1,20.8,49,4
3,1,158.7,59.3,34.2,20,4
2,1,168.3,58,22.9,52,4
1,1,156.7,56.8,33.5,46,4
2,1,160,54.9,26.1,56,4
3,1,161.2,52.1,25.1,24,4
2,1,170.3,58.2,21.8,44,4
1,1,160,48.2,25.8,52,4
1,0,176.8,74.74,19.2,55,4
2,0,168,64.7,18.2,51,4
2,0,179.6,76.9,17.1,54,4
1,1,165.9,59.3,25.4,44,4
3,1,158.5,56.2,28.34,31,4
1,0,170,69.2,18.7,56,4
1,0,177.2,70.7,14.9,52,4
2,1,168.1,59.3,16.3,42,4
1,0,184,84,18.4,53,4
1,1,167.1,59.5,21.9,58,4
1,1,166.2,57.1,26.5,44,4
1,1,162.9,65.4,29.4,43,4
1,0,175,64.1,14.8,61,4
2,1,165.1,53.5,25.7,48,4
1,1,167.3,55.3,21.3,40,4
1,1,167.2,60.3,26.1,47,4
2,0,170.1,55.8,11.1,57,4
1,0,179.6,76.82,16.4,56,4
1,0,165.3,65.8,18.5,63,4
1,0,171.5,70.7,11.1,61,4
3,1,161.2,55.2,26.3,30,4
2,0,170.1,65,16.2,55,4
1,0,164.2,60.9,10.3,58,4
1,0,172.8,67.9,13.8,69,4
2,1,155.6,46.3,17.7,48,4
2,0,171.4,66,13.6,51,4
1,1,160,62.26,33.5,39,4
2,0,181,68.6,14.3,59,4
2,1,154.6,46.2,21.7,47,4
2,1,165.7,57.86,26.4,36,4
3,0,164.5,63,19.6,40,4
3,0,166.5,59.2,16.8,31,4
1,0,168,64.1,10.4,62,4
1,0,171.4,65.7,10.7,62,4
2,0,174.8,75.2,12.6,65,4
1,1,162.6,55.4,30.8,57,4
1,0,172.7,71.3,19.2,56,4
2,1,156.7,63.28,33.9,39,4
1,0,182.2,82.7,20.2,57,4
1,1,158,45.6,28.9,43,4
2,1,162.4,57.4,23.3,34,4
2,1,160.1,51.8,18.1,37,4
2,1,163.1,63.1,28,34,4
2,0,175.5,68.6,17.9,50,4
1,0,185.1,87.7,19.5,54,4
1,0,175.4,78.4,18.04355,56,4
1,1,158.9,48.5,26.2,52,4
3,0,171.4,64.8,16.6,52,4
3,0,171.1,62.6,14,45,4
1,1,168,60.3,29.7,48,4
1,0,181,77.9,10.4,67,4
2,0,170.3,75.8,17.9,51,4
3,1,164,52.9,20.3,32,4
3,0,171.8,68.3,21.2,35,4
1,0,170,77.9,31,69,4
1,1,165.7,51.3,20.4,44,4
1,1,167.7,60.9,24.2,37,4
1,1,159.5,60.9,29.4,54,4
3,1,161,63.2,28.2,39,4
3,0,161.6,62.2,19.6,33,4
1,1,171.9,61.2,26.5,40,4
2,0,175.6,74.1,18.1,50,4
3,1,159.5,52.5,23.4,27,4
1,1,162.5,57,21.5,50,4
2,0,169.1,74.5,21.2,50,4
1,0,175.8,74.8,20,55,4
1,1,156.3,49,25.3,41,4
2,0,179,75.3,20.1,55,4
2,0,177.4,68.3,9.8,57,4
2,1,162.7,53.58,29.3,47,4
3,1,161.5,50.4,28.2,22,4
3,1,155,57.7,31.5,35,4
3,1,170,58.4,18.4,41,4
1,1,162,52.1,15.9,60,4
2,1,160.1,52.3,19.9,52,4
2,0,165.3,65,19.4,46,4
1,0,175.4,69.5,14.6,54,4
1,1,170.9,62.7,21.3,41,4
2,0,165.6,68.64,23.3,49,4
1,1,156.8,52.8,23.4,45,4
2,0,182.3,93.6,15.1,71,4
2,0,178.3,72.9,15.2,48,4
3,0,169.5,72.1,21.3,37,4
1,0,187.4,76.1,11.5,52,4
3,0,175.1,60.6,11.5,33,4
2,1,156.1,51.3,26.3,42,4
1,1,177.9,62,16.4,62,4
1,1,153,43.6,20.6,47,4
1,1,160.8,68.6,31,58,4
2,0,170.5,74.7,25.8,50,4
2,0,171,73.6,19.5,43,4
3,1,159.8,59,30.3,35,4
2,0,181.5,73.9,14.7,54,4
3,0,162.4,58.4,9.4,53,4
1,1,160.6,59,24.8,45,4
3,0,167.5,61.6,13.4,45,4
2,0,179.6,82.7,13.1,60,4
2,0,169.6,65.2,15.9,59,4
1,0,175.7,74.8,15.3,57,4
1,1,154.5,45.4,20.5,48,4
3,1,154.6,50.2,21.9,59,4
1,1,156.2,57.7,32.5,37,4
3,1,157.2,53,25.6,26,4
3,0,169.1,67.1,21.5,45,4
1,0,181,65.9,11.7,56,4
2,0,173.6,75.2,18.1,53,4
1,0,172,74.9,12.6,65,4
3,1,164.7,63.3,35.4,25,4
1,0,174.2,76.1,18.2,55,4
1,1,161.5,57.1,24.6,52,4
2,1,165.7,47,26.9,44,4
3,0,166.9,69.3,20.1,39,4
2,0,173.9,76.3,22.4,45,4
1,0,171,70.6,17.7,57,4
1,0,176.1,73.5,22,61,4
1,0,174,70.7,16,63,4
3,0,167.9,65.6,19.1,49,4
1,1,160.3,47.1,30.5,43,4
1,1,163,59.5,29.2,50,4
1,0,175.1,73.6,13.2,56,4
1,0,169,78.6,28.1,66,4
3,0,177,76.1,20.9,43,4
2,0,172.5,74.8,16.9,55,4
2,1,155.2,45.6,18,40,4
1,0,175.7,70.6,16,67,4
2,0,168.8,73.3,14.7,44,4
2,0,169.2,74.6,10.7,60,4
3,1,159.9,56.7,26.4,23,4
2,1,162.6,52.1,20.4,65,4
1,0,172.5,58.3,6.5,55,4
3,1,161.2,59.2,22.8,37,4
2,1,157.5,51.8,14.2,50,4
2,0,174.1,76.02,16,55,4
3,1,152.1,55.7,34.8,23,4
2,0,180.1,78.1,14.8,55,4
2,1,162.6,59.6,24.2,42,4
2,0,175.3,77.2,20.6,44,4
3,0,164.7,66.8,17.6,40,4
3,0,167.1,62.4,17.2,40,4
2,1,159.4,52.6,25.9,31,4
1,0,164.7,76,23.2,59,4
1,1,160.6,55.3,26.7,48,4
3,0,175.5,66,13.2,44,4
1,1,156,55.7,33.6,39,4
2,0,170.1,76.7,19.2,49,4
1,0,181.7,82.5,15.9,56,4
1,0,172,60.4,13.1,57,4
2,1,165,53.1,16.7,53,4
1,0,175.4,60.3,12.7,56,4
3,0,174,80.9,22.9,42,4
2,0,169.1,75.8,9,47,4
2,0,169.9,77.3,22.7,51,4
1,1,167.4,63.2,25,43,4
1,1,165.3,56.4,26.5,69,4
3,1,155.5,55.1,27.8,26,4
1,0,191.8,101.4,24.9,59,4
1,1,160.1,56.2,28.3,36,4
1,1,170.4,63.4,27.6,41,4
2,1,162.1,49.1,19.3,35,4
1,1,160.6,54.2,23.6,60,4
1,1,162.4,60.84,25.1,55,4
3,1,156.3,55.5,32.3,36,4
2,0,171.1,73.2,21.3,48,4
1,1,161.6,52.6,27.6,43,4
1,1,162.1,57,25.8,36,4
1,0,167.1,64.2,20.4,60,4
2,1,158.7,52.8,23.9,39,4
3,0,166.7,68.6,25.7,38,4
3,0,167.8,64.2,17.2,35,4
2,1,168.5,58.4,22.1,41,4
3,1,156.6,53.6,33.9,23,4
2,0,175.1,80.6,28.3,50,4
3,1,161.7,48.2,22.4,30,4
2,0,175.1,86.4,14.1,58,4
3,0,167.2,67.4,23.6,42,4
2,1,155.2,46.4,22.3,42,4
1,0,172.6,65.3,10.3,56,4
2,0,179.8,75.3,14.9,54,4
1,1,166.8,54.6,23.9,37,4
1,0,179,78.7,11,62,4
2,1,157.4,56.4,27.4,36,4
3,1,152,62.1,33.7,17,4
1,0,180.1,81.4,18.3,54,4
2,1,166.7,55.4,22.7,32,4
1,0,167.5,56.2,9.7,65,4
1,0,166.3,65,13,62,4
1,1,160.7,45.2,17.6,41,4
1,0,173.6,74,11,67,4
2,1,161.1,52.6,13.8,30,4
2,0,172.9,75.8,18.9,51,4
2,1,158,50.5,20.3,56,4
1,0,181.1,77.9,16.2,63,4
1,0,184.5,91.6,14.3,58,4
2,0,170.2,69.7,20.6,45,4
2,1,162.8,56.6,22,30,4
2,1,162,52.3,21.6,62,4
3,0,170.8,76.4,28,39,4
1,0,173.5,64.28,13.3,52,4
3,1,151.5,54.7,29.7,28,4
3,1,159.1,53.6,25.3,18,4
3,0,178.4,77.5,20.9,46,4
2,0,173.3,74.7,22.3,46,4
3,0,166.8,54.2,13.2,45,4
1,0,171.2,64.3,18.1,53,4
2,0,181.2,74.7,18.2,48,4
1,0,170.6,66.5,14.7,57,4
2,0,177.6,69.6,12,50,4
3,0,164.3,65.9,22.1,45,4
1,0,175,71.7,10.7,53,4
2,1,167.5,56.2,26.1,42,4
3,1,155.5,53.3,26.8,24,4
3,0,164.3,65.86,18.5,38,4
1,0,179.9,75.1,16.5,56,4
2,0,162,61.5,24,46,4
1,1,159.3,55,27.4,48,4
2,0,175.1,69.9,14.7,45,4
1,1,161,55.9,28.2,45,4
1,1,162.1,52.7,28.7,59,4
1,1,161.1,51.2,24.8,38,4
1,0,175.6,75.9,5.5,59,4
3,0,171.2,70.9,17.1,44,4
1,0,175.3,74.3,22.8,60,4
2,0,174.8,74,15.4,71,4
1,0,172.7,77.9,12.1,55,4
1,1,163.9,53.68,15.9,56,4
2,0,171.5,72.9,13.1,64,4
1,1,170.2,55.1,16,44,4
2,1,157.3,52.2,30.1,40,4
2,1,163.8,55.1,22.8,44,4
2,0,182.8,76.4,8.8,57,4
1,1,151.9,45,27.7,54,4
2,1,162,53.6,27,35,4
1,0,181,66.8,12.5,57,4
1,1,166.4,58.04,27.4,42,4
3,0,169.4,71.2,17.08,44,4
2,0,177.2,70.4,17.1,54,4
2,1,165.9,60.32,30,34,4
2,0,182,82.9,20.3,50,4
1,0,178.4,84.8,34.2,61,4
1,1,163.2,52.3,18.7,56,4
1,1,168.5,49.44,15.9,47,4
2,0,173.3,68.2,12.8,59,4
2,0,166.7,62.8,17.9,45,4
1,1,152.6,50.9,31.8,50,4
2,0,166.8,80.5,24.9,54,4
2,0,177.7,82.76,18.2,50,4
2,0,176.8,77.9,15.7,49,4
3,1,159.3,59.6,26.22061,33,4
3,0,164.9,68.1,15.7,48,4
1,0,179,80,20,60,4
2,1,159,56.8,33,34,4
1,1,170.2,64.2,25,38,4
3,1,157.8,49.2,18.1,27,4
1,1,165.2,48.3,16.2,37,4
1,0,175.4,78.8,20.5,69,4
3,1,153,52.3,31.9,18,4
1,1,154.3,47.2,25.3,37,4
2,0,164.2,75.1,18.2,46,4
2,0,176,75.18,10.5,56,4
1,0,171.4,62.1,11.5,55,4
1,0,170.1,54.2,14.1,55,4
3,1,161.5,53.5,23.6,33,4
1,1,162.9,54.4,25.1,53,4
1,1,157.8,58.5,21.6,47,4
3,1,153.1,52.78,22.6,32,4
1,1,169,55.6,28.1,36,4
2,0,162.3,67.3,18,52,4
1,0,179.5,77.9,16.7,57,4
1,0,174.9,72.4,23.7,55,4
1,0,179.7,80.2,18.8,62,4
1,0,180.2,70.96,15.4,58,4
1,0,173.9,76.1,10.7,62,4
1,0,176.1,82.8,24.9,56,4
2,0,168.6,70.8,17.4,51,4
1,1,157.9,49.5,21.6,41,4
1,0,169.5,66.7,16.6,60,4
2,0,175,70.3,14.2,64,4
3,0,169.7,64.4,17.6,51,4
3,0,178.3,85.7,30.3,52,4
1,0,171,69.8,16,64,4
1,0,176.7,74.88,21,52,4
3,0,183.5,75.4,17.2,34,4
1,0,173.1,71.2,21.5,55,4
3,0,163.1,58.2,12.4,57,4
3,0,163,60.1,13.9,33,4
1,1,164,59.1,25.8,57,4
1,1,170,62.98,28.7,48,4
2,1,160.8,56.9,31.3,33,4
1,0,172.4,74.02,19.9,55,4
2,1,168.3,60.5,19.8,44,4
3,1,154.3,53.3,30.7,28,4
1,1,161.8,62.28,28.6,49,4
1,0,173,72.1,11.8,61,4
1,1,160.9,48.04,18.4,42,4
1,1,160,46.86,21.3,48,4
1,1,167,59.3,24.7,46,4
2,0,176.1,74.4,21.7,47,4
2,0,177.9,78.3,12.3,57,4
2,0,165.4,64.9,20.3,54,4
2,0,171,74.7,21.1,48,4
1,1,169,55.7,19.4,42,4
1,1,155.2,49.6,23.8,55,4
1,0,180.1,71.9,11,56,4
1,1,159.2,68.7,26.22377,43,4
1,0,158.8,56.8,19.4,55,4
1,1,161.4,65.5,30.9,60,4
1,1,160.3,52,22.7,51,4
1,0,177.4,75.5,17.3,69,4
1,0,174.2,73.2,18,61,4
1,0,182.9,77.32,14.2,57,4
1,1,164.6,61.8,30.1,44,4
1,0,164.6,62.9,12.8,75,4
1,0,168,71,17.7,68,4
1,1,164,56.3,25.1,41,4
2,1,163.3,54.9,22,32,4
3,0,164,66.7,21.9,40,4
3,1,161.1,64.4,32.6,26,4
3,1,153.9,53.8,32.9,33,4
2,0,185,87.6,18.8,50,4
2,0,158.7,54.7,23,45,4
1,1,155.8,47.8,22.1,56,4
3,0,169.6,72.2,21.9,53,4
3,0,163.7,72.7,28.1,38,4
1,1,162,54,32.3,52,4
2,0,174.5,79,20.8,55,4
2,0,169.6,75.5,16.4,59,4
2,0,165.5,61.1,16.3,53,4
2,0,168.9,75.7,14.4,64,4
2,1,169.4,58.1,22.4,35,4
3,0,170.9,63.68,13.5,41,4
2,1,165.5,56.5,18.59,39,4
2,0,163.6,68.8,12,71,4
2,0,171.1,72,24.4,47,4
3,1,159.8,57.9,27.7,43,4
1,1,158.7,60.7,29.7,40,4
3,1,157.3,52.5,28.8,22,4
2,1,163.6,60.2,29.4,42,4
3,1,152.7,48.6,31.5,24,4
1,1,159.4,55.8,27,54,4
2,1,171.7,67.6,31.3,48,4
2,0,175.7,75.6,9.3,64,4
1,0,180.1,75.3,15,59,4
3,1,160.1,57.7,21.5,36,4
1,0,174,70.3,16.4,56,4
1,1,170.2,56,23.3,46,4
1,0,170.3,72.3,16.6,59,4
3,0,165.3,60.8,22.1,36,4
2,0,177.1,67.6,16.6,50,4
1,1,167.8,51.8,23.1,46,4
2,0,174.3,73.7,20.4,51,4
3,1,159.1,64.5,35.5,22,4
3,1,156.8,58.8,32.1,29,4
3,0,172,67.9,15.9,51,4
3,0,163.4,68.1,23.8,33,4
2,0,167.2,70.4,24,42,4
3,0,167.4,69.2,26,39,4
2,0,173.6,70.8,14.4,56,4
2,0,175,73,12.1,55,4
1,1,161.4,53.52,23.5,52,4
2,0,172.4,67.5,18.6,60,4
2,1,156.1,55,25.4,50,4
1,1,153.8,53.6,30,54,4
1,1,165.9,62.4,21.7,51,4
1,0,162.9,72.2,21.4,65,4
2,0,173.3,79.54,22.5,52,4
3,0,165.9,65.8,21.8,35,4
1,1,166.5,71.92,37.7,40,4
2,1,165.1,51.1,21.1,38,4
1,1,157.5,56.7,33.3,48,4
1,0,174.3,59.48,13,53,4
3,0,170.5,72.1,19.5,33,4
1,1,172.6,75.1,37,44,4
2,1,161.5,50.1,15,45,4
1,1,169,61.3,24.4,49,4
2,0,170.3,73.4,14.3,53,4
1,0,170.6,66,21.2,52,4
1,1,163.2,51.84,23,43,4
1,0,173.1,66,11.8,56,4
1,1,157.8,61.5,30,55,4
2,0,175,76.9,13.3,57,4
1,0,182.9,82.7,17,59,4
1,0,175.2,80.3,27.6,55,4
2,0,177.4,72.1,11.8,46,4
1,0,169.7,64.7,18.7,63,4
