"나이","체지방률","악력","앞으로굽히기","윗몸일으키기","멀리뛰기","등급","bmi"
25,32.7,22.5,17.7,28,156,"B",20.2
40,25.2,19,16,30,145,"B",20.2
62,33.7,23.9,19.9,14,101,"B",26.1
62,20.2,24.8,19.3,17,150,"B",20.5
32,32.9,29.5,17.1,46,153,"B",24.1
22,25.8,17.9,20.6,55,165,"B",17.8
55,19.6,23.3,18.1,39,155,"B",18.1
29,19.7,21.5,15.7,47,175,"B",18.1
27,27.4,25.3,14.3,49,158,"B",20.1
57,35,19.3,26,28,126,"B",25
30,30.7,26.3,19.7,44,183,"B",23.5
60,34.1,19,19,24,145,"B",22.6
22,31.9,25.2,20.5,53,170,"B",20.9
27,23.8,26.4,17.1,29,187,"B",20.3
58,20.2,21.6,19.8,19,142,"B",18.6
27,20.9,24.8,15.8,36,188,"B",19.2
27,25.8,21.2,25.5,44,172,"B",20
21,21.9,19.9,17.2,41,177,"B",17.3
28,27.9,32.6,31,45,195,"B",22.7
23,31.4,24.5,16.7,43,185,"B",21.5
23,31.8,25,20.6,35,161,"B",21.4
39,26.1,19.5,17.6,27,134,"B",22.7
42,23.1,29.7,21,27,147,"B",21.5
26,24.2,31.4,15.5,50,191,"B",22.7
23,27.8,28.1,25,41,171,"B",24.5
39,31,27.3,16.4,35,174,"B",23.6
38,20.7,34.1,23.1,46,191,"B",26.7
62,28.3,23.6,19.6,15,120,"B",21.1
64,25.6,24.2,21.7,19,84,"B",22.4
49,18.6,21.9,19.5,36,170,"B",17.5
27,31.5,28.3,17.4,45,161,"B",22.6
22,21.3,23.9,17.2,50,166,"B",19
29,24.6,26.2,15.8,38,178,"B",18
56,32.4,21.4,19.5,16,140,"B",21.8
60,29.8,24.6,19.8,35,138,"B",24.6
38,23.9,27.9,24.1,40,184,"B",20.4
25,34.2,29.4,18.5,39,136,"B",22.1
40,20.6,21.4,16.9,31,135,"B",18
45,26.1,31.1,17.5,39,187,"B",26.3
33,18.1,27.7,26.3,30,199,"B",21
37,32.1,27,30,30,164,"B",24
63,27.1,22.7,23.5,21,124,"B",23.8
25,20.9,29.7,17,52,167,"B",19.7
60,29.4,20.5,18,24,133,"B",22.1
36,28.4,22.4,21.8,26,132,"B",22.7
21,22.8,27.9,21,39,185,"B",19.8
28,33.1,34.7,17.5,27,174,"B",26.7
43,29.1,28.7,22.1,25,149,"B",21.4
22,28.3,33.6,16.7,37,179,"B",21.6
24,19.43861,26.9,19.2,42,184,"B",18.5
44,21.6,30,25.3,25,173,"B",18.3
29,19.9,22,18.2,32,166,"B",17.5
42,25.3,24.1,16.1,25,139,"B",21.3
28,21.3,24.6,18.3,32,165,"B",19.6
35,21.9,25.5,21.3,27,154,"B",21.6
26,35,26.1,15.7,45,146,"B",23.6
22,26.5,24.2,21.2,30,182,"B",19.3
25,30.1,26.4,17.9,41,162,"B",24.9
21,31.2,28.1,25.4,36,182,"B",21
61,43,24.2,16.9,12,125,"B",28
52,32.7,27,25.8,34,143,"B",22
63,25.9,24.8,19.5,23,160,"B",25.4
60,31.2,21.1,25.3,15,110,"B",18.6
53,24.8,25.9,20,35,160,"B",18.8
30,26.7,24.9,20.9,48,155,"B",20.9
43,27.6,25.3,15.4,36,139,"B",22.6
31,26,26.4,16.1,27,145,"B",20.7
55,30.7,30.1,19.9,21,141,"B",22.7
64,30.1,22,20.1,12,145,"B",23.3
25,28.9,30.5,19.9,40,175,"B",24.2
59,16.7,23.2,20,28,117,"B",22.6
53,29.9,16.3,18.3,23,130,"B",20.3
24,23.5,26.2,18.5,33,173,"B",20.1
47,30,20.7,20.6,27,136,"B",23.1
53,32.3,20.1,21.7,22,142,"B",19.8
50,19.3,30.9,24.9,33,161,"B",22.4
63,32.2,22.4,22.4,21,113,"B",26.4
64,27.1,26.2,22.5,23,126,"B",22.6
29,29.2,25,25.4,31,151,"B",20.3
61,37.3,23.1,15.7,13,107,"B",25.4
49,20.6,28.9,25.8,45,145,"B",20.3
26,24.3,32.6,20.3,38,167,"B",23.5
61,35.6,21.1,15.9,12,116,"B",21.2
22,26.6,26,22.4,35,193,"B",21.5
41,24.7,24.9,18.6,40,159,"B",21.8
28,32.1,29.4,25.3,52,144,"B",20.9
22,31,27.5,17.6,33,145,"B",21.4
25,24.8,27,20,32,146,"B",21.9
49,35.9,27.2,18.6,33,148,"B",25.3
52,30.5,26.4,26.1,30,144,"B",20.2
53,31.7,29.5,23.7,22,130,"B",24.2
32,27.6,27.4,15.5,39,163,"B",22.4
28,26.2,29.1,15.8,47,203,"B",22.6
27,26.2,21.9,29,30,180,"B",21.4
49,25.9,26.9,16.2,26,134,"B",21.9
21,37,23.7,19.6,45,168,"B",24.3
24,32.9,27,20.9,44,140,"B",22.2
27,24,32.7,18.8,48,176,"B",20.8
24,15.6,27.5,24.7,34,175,"B",18.3
23,33.9,28.9,20.7,34,160,"B",22.2
26,29.9,26.5,26.5,36,175,"B",23
58,27.8,23.1,16.3,18,148,"B",22.9
22,25.6,30.6,16.4,35,160,"B",21.7
26,24.5,25.4,17.7,30,160,"B",20.1
35,18.2,20,16.5,39,153,"B",18.5
55,28.4,29.9,16.6,24,171,"B",24.9
22,23.3,25.8,28.5,34,179,"B",22
42,25.9,24.8,17.2,55,166,"B",22.8
43,24,25.6,17.1,25,137,"B",21.5
22,31.4,26.3,16.1,41,191,"B",23.1
40,21.7,22.1,16,32,165,"B",17.6
39,26.8,22.6,15.3,27,150,"B",19.3
37,35.3,27.1,24.4,28,164,"B",23.9
23,25,30.6,19.6,39,205,"B",23.6
49,29.6,24.9,18.5,32,161,"B",22.3
57,35,19.9,17.7,17,113,"B",23.8
34,25.4,22.7,21.8,31,153,"B",18.9
28,26.3,23.6,18.2,30,153,"B",18.1
22,25.3,21.7,17.7,42,155,"B",18.2
27,29.1,35.7,14,47,169,"B",21.9
27,26.7,25.9,24.2,32,175,"B",20.5
24,18.4,25.6,18.1,47,186,"B",19.4
31,21,27.7,24,30,172,"B",21.1
24,19.3,30.5,25.9,35,194,"B",21
22,16.8,27.6,15.4,38,163,"B",17.8
59,26.1,21.1,18.6,16,144,"B",23
21,32.1,24.8,26.2,49,199,"B",23.7
56,30.9,27.8,20.5,22,143,"B",24.8
56,26.7,21.7,24.5,15,153,"B",23.6
25,26.2,22.1,14.3,37,151,"B",18.4
49,26.1,27.8,20.8,28,169,"B",20.7
29,22,27.9,15.8,39,157,"B",18.8
49,34.3,36.1,15.3,22,137,"B",26.6
26,33.1,37.2,24.9,34,178,"B",24.1
50,30,37.4,21.6,26,156,"B",23.6
62,15.8,28.5,18.5,25,126,"B",23.1
21,23.1,24.6,19.6,41,175,"B",21.7
25,31.7,21.9,17.2,30,160,"B",19.8
48,25.7,31,24.2,34,141,"B",23
54,22.5,28.9,17.4,31,132,"B",20.9
38,24.6,25.5,17.2,26,158,"B",20.3
23,24.6,30,27.4,39,187,"B",18.7
50,22,32.9,17.6,29,145,"B",21.8
58,33.6,22.8,21.7,18,121,"B",22.4
26,37,31,17.7,34,149,"B",26.7
53,26.3,20.7,20.6,24,132,"B",22.6
29,32.3,29.5,28.3,54,196,"B",23.6
55,33.2,24.4,17.3,17,140,"B",24.8
23,20.4,25.4,15.3,52,170,"B",21.5
47,25.1,25.8,17.3,42,167,"B",21.5
21,30.7,28.8,23.4,61,182,"B",23.4
27,24.5,30.1,17.5,53,151,"B",20.2
25,30.9,31.6,17.3,33,182,"B",22.9
49,23.2,28,16,25,142,"B",18.8
45,21.3,23.3,15.8,25,130,"B",19.3
25,26.5,21.6,17.6,47,174,"B",19.2
41,33.1,28.6,22.2,30,162,"B",24.3
27,20.9,27.9,26.3,39,172,"B",19.3
23,33,25.9,25.2,40,190,"B",24.6
56,35.3,21.3,16.2,15,129,"B",24.1
24,39.1,24.5,19.3,30,168,"B",27.2
21,34.4,30.5,22.1,35,160,"B",25.2
60,29.9,23.8,18.8,20,126,"B",23.3
39,30.2,27.8,20,33,160,"B",24.9
40,28.6,28.7,16.9,30,154,"B",24.7
34,26.9,29.3,21.6,31,153,"B",21.3
60,28.5,24.3,15.7,33,122,"B",23.3
29,32,26,19.8,56,173,"B",21.9
23,29.5,29.1,15.2,43,167,"B",20.3
43,28,33,25.2,42,182,"B",26
40,29.9,23.7,18.2,29,156,"B",21.5
34,25.1,27,21.3,25,159,"B",23.4
57,29.2,25.9,17.8,17,134,"B",20.6
22,30.7,20.7,20.6,32,153,"B",19.4
56,24.4,28.8,27,19,175,"B",21.8
24,27.3,23.8,15.3,41,158,"B",20.6
23,34.8,35.8,20.7,35,192,"B",27
49,25.4,24.3,15.4,27,162,"B",21
21,27.9,23.1,16.3,32,165,"B",21.4
61,33.8,27,17.6,24,145,"B",23.8
23,20.1,29.8,16.4,40,186,"B",19
44,26.1,24.7,20.3,29,141,"B",21.8
61,32.6,22.5,21.7,12,129,"B",21.1
31,20.5,24.7,22.2,27,169,"B",19.4
60,38.8,26.6,19.9,13,113,"B",28
24,29.9,26.7,16.1,47,198,"B",20.6
22,30.3,25.6,34.6,45,175,"B",24.3
24,34.1,27,20.6,43,156,"B",26.2
63,37.2,22.7,16.6,14,108,"B",22.9
22,24.3,27.3,26.3,48,170,"B",21.6
21,28.8,28.3,15.2,39,162,"B",22.8
22,28.2,31.4,18.8,37,170,"B",24.1
56,27.2,28.4,21.5,21,125,"B",21.8
21,19.4,27.4,21.4,34,179,"B",20
26,25.5,28.5,17.2,30,191,"B",20.9
34,32.5,25.8,26.4,36,168,"B",24
50,23.2,28.2,18,41,170,"B",20
34,22,24.7,23.3,35,157,"B",20.1
51,33.3,32,18.3,22,156,"B",23.6
28,24.1,27.1,23.2,45,168,"B",20.2
29,19.1,33,29.2,35,153,"B",19.1
28,21,33.2,17.2,38,187,"B",20.5
60,20.1,25.3,25.2,42,139,"B",19.5
31,25.9,26.4,19,36,164,"B",20.1
28,29.1,25.2,16,42,162,"B",22.2
57,36,23.4,22.1,19,143,"B",24.2
39,22.4,33.5,16.2,33,183,"B",20.4
60,28.6,27.3,24.5,21,134,"B",24.7
44,24.3,30.7,22.2,34,148,"B",23.8
40,25.9,22.5,18.3,36,145,"B",20.1
41,26.6,27.2,21.8,26,163,"B",20.8
32,15.6,39.7,26.2,40,191,"B",19.4
26,15,25.3,16.2,36,167,"B",18.9
24,20.4,26.6,17.3,45,174,"B",19
45,30.4,26.7,28.4,26,157,"B",22.1
29,26.3,31.3,24.8,52,203,"B",21.1
22,22.3,22.7,20.7,35,153,"B",17.5
26,27.8,26.1,26.4,48,128,"B",22
23,23.5,23.9,19.4,47,195,"B",20
33,25.9,22.9,17.8,44,152,"B",20.6
21,18.8,35.7,17.2,45,183,"B",19.4
29,29.3,27.6,20.2,41,191,"B",25.9
43,30,25.6,19.8,30,151,"B",22.8
61,37.2,22.6,18.6,12,121,"B",25
62,33.2,17.7,22.6,18,134,"B",25.6
25,36.7,34.8,14,41,168,"B",28
35,27.4,24.6,18.5,49,175,"B",20.8
41,30.3,27.9,18.6,33,159,"B",22
30,30.3,25.1,15.2,41,157,"B",21.8
47,28,27.5,18.8,43,141,"B",19.9
30,17.7,27.9,15.4,33,168,"B",19
54,28.6,24,16.4,28,134,"B",21.1
26,26.7,23.1,15.4,37,173,"B",20.6
64,34.1,17.8,18.1,25,115,"B",23.8
21,31.4,27.9,16,36,162,"B",24.6
36,32.3,30.6,23,42,160,"B",23.1
28,29.8,25.6,19.4,57,155,"B",21
23,32.7,23,18.4,38,165,"B",20
22,36.4,31.5,15.6,37,174,"B",26.2
21,20.7,31.8,17.9,39,169,"B",19.2
23,26.2,29,25.6,45,196,"B",23.5
21,21.7,19.2,27.5,44,173,"B",17.6
26,25.8,21.3,20.4,36,184,"B",21.8
57,28.6,29.7,28,25,124,"B",21.1
24,30,19.1,19.8,31,171,"B",23.1
29,24.7,27.9,23.2,35,142,"B",21
55,27.6,21.5,24.35,29,122,"B",21.4
28,31.2,20,17.7,45,172,"B",23.5
32,30.5,36.1,30.1,45,205,"B",27.2
57,32.3,26.2,15.9,21,135,"B",24.5
23,34.1,25.8,18.8,42,178,"B",20.7
28,26.6,25.1,15,37,157,"B",20.4
29,26.6,31.7,13.9,45,178,"B",20.3
64,33.1,27,17,22,120,"B",26
22,24.9,27.1,18.3,41,178,"B",22
60,31.3,24.5,17.3,20,171,"B",23.3
22,30.6,26.8,24.8,36,173,"B",23.3
38,21.3,28.7,23,26,152,"B",24
45,17.2,21.5,22,44,172,"B",20.6
58,29.2,29.7,29.4,25,120,"B",26.1
37,19.4,29,29.9,27,201,"B",20.4
21,25.9,24.1,24.4,40,165,"B",21
23,28.7,21.9,24.8,41,184,"B",20.3
58,32.4,30.4,17.6,26,161,"B",24.4
26,34.3,23,21,28,162,"B",23.7
59,36.6,19.6,21.2,20,120,"B",26.4
60,33.1,25,17,20,131,"B",22.7
55,33.7,22.9,21.8,22,154,"B",23.3
54,25.4,20.3,26,26,136,"B",20.8
49,23.6,22.2,21.1,24,158,"B",21.3
22,37.9,33,29,40,207,"B",28.7
55,32.9,24.4,17.1,28,118,"B",23.4
59,29.5,25.2,21.2,23,135,"B",21.8
21,31.9,28.6,17,60,185,"B",21.5
60,32.3,22.2,18.5,23,140,"B",22.6
21,27,28.9,17.6,52,185,"B",23.3
43,32.7,25.9,17,25,150,"B",22.8
38,26.1,25.4,16.8,26,157,"B",21.1
64,30.2,24.6,16.9,24,135,"B",24.6
30,19.5,27.6,17.9,59,186,"B",22.2
62,34.8,20.4,23.7,12,125,"B",23.7
21,28.7,25.1,16.9,44,165,"B",22.5
55,26.3,20.9,24.4,27,153,"B",21.6
22,23.5,22.3,19.5,32,203,"B",19.4
49,28,33.5,15,36,164,"B",23.2
30,25.1,24.2,18.7,42,186,"B",21.4
21,34.6,32.7,15.9,40,182,"B",26.2
31,22.5,22.7,18,40,164,"B",18.6
41,29.5,31.8,24.8,27,170,"B",25.4
21,29.6,27,15.9,47,162,"B",19.5
62,31.6,26,20.8,26,129,"B",21.5
27,31.8,31.6,28.2,37,180,"B",23.4
26,35.3,35.7,21.5,53,161,"B",27.6
27,29.1,28.7,25.3,42,167,"B",25.1
64,30.67352,34.9,17.5,13,155,"B",24.5
52,24,27.1,22.8,22,156,"B",21.4
43,21.1,28.8,21.1,30,172,"B",17.9
32,20.1,22.1,13.8,37,155,"B",18.2
29,13.3,26.3,17.1,31,175,"B",16.4
40,27.1,28.4,22,35,160,"B",21.5
60,26.6,22.3,17.1,41,117,"B",21.3
23,26.8,28.6,16.2,37,156,"B",23.5
21,30.2,25,28.5,34,144,"B",22.5
56,20.2,25.3,22.5,18,154,"B",20.8
31,24.1,27,15.5,34,172,"B",20.1
27,30.7,20.5,21.3,38,163,"B",21.8
22,21.6,32.7,17,40,112,"B",21
21,30.4,26.9,17,37,162,"B",18.6
29,20.6,25.8,20.9,31,169,"B",22.4
32,23.9,28,14,39,165,"B",20.2
60,28.5,23.3,21.7,12,150,"B",21.1
29,20.4,23.3,19.9,37,171,"B",18.7
29,22.2,19.5,18.3,42,170,"B",18.4
23,20.5,28.3,15.3,51,260,"B",25.9
22,23.4,23.8,32.2,35,143,"B",17.7
63,24.1,21.6,17.3,15,142,"B",18.9
53,34.4,22.3,23.8,23,139,"B",19.2
34,26.7,25.9,28.8,31,156,"B",21.1
23,27.7,29.1,26.6,52,203,"B",21.7
40,20.5,33.3,21.8,45,155,"B",18.2
37,27.7,25.7,17.2,34,168,"B",21.7
26,20.3,24.6,20.3,50,190,"B",17.8
26,26.7,33.3,22.6,39,154,"B",22
22,25.9,29.3,22,44,168,"B",21.1
51,21.2,27.9,27.1,30,160,"B",19.5
31,18.7,21.6,14.7,42,162,"B",17.9
64,25.4,19.4,28.3,25,158,"B",22.6
21,22.9,23.8,15.7,41,172,"B",20.5
62,34.2,19.6,21.6,15,121,"B",24.6
26,33,31.2,26.3,47,151,"B",24.5
27,27.7,31.8,19.9,59,182,"B",22.3
21,28,20.7,22,44,179,"B",20.4
42,23.7,28,18.2,38,160,"B",20.8
21,12.9,20.6,24.9,35,180,"B",19.6
61,35.3,20.5,20.8,23,122,"B",25.4
55,31.6,20.9,17.2,24,146,"B",22.3
39,25,27.6,15,32,125,"B",18.6
46,35.2,31.1,15.8,31,141,"B",28.6
37,32.2,27.5,29,43,171,"B",23.2
35,25.8,23.9,21.4,33,129,"B",19
36,31,27.1,27.9,27,154,"B",24.2
28,35.4,23.9,14.4,30,137,"B",21.8
24,28.8,34.1,29.5,52,197,"B",24.8
25,20.9,26.2,25.7,33,175,"B",18.5
59,34.4,27.5,19.9,15,108,"B",25.4
59,26,28.3,27.3,25,127,"B",22.9
24,29.6,30.9,22.4,34,166,"B",21.6
24,32,28.1,27,46,152,"B",24.9
38,24.9,22,19.8,35,139,"B",19.4
55,27.1,29,16.9,19,150,"B",21.4
21,29.6,28.3,27.1,30,188,"B",21.7
27,28.3,28.1,13.8,42,190,"B",23.3
37,34.7,31.1,15.5,38,175,"B",24.5
25,33.4,23.5,16.8,35,161,"B",22.6
21,33.1,26.4,29.8,47,173,"B",21.1
22,23.5,28.8,16,56,200,"B",23.5
35,29.2,27.6,26.7,28,168,"B",21.6
53,31.2,28.2,17.6,19,139,"B",24.9
21,31.1,27.8,24.2,30,173,"B",22.4
64,33.1,23.5,20,14,154,"B",24.1
27,35.5,23.1,13.1,28,144,"C",22.1
25,30.2,25.7,22.9,39,178,"C",24.7
25,31.3,25,10.7,39,160,"C",24.2
23,29.6,24.6,27.5,32,169,"C",22.1
33,32.1,21.9,22.2,24,129,"C",23.8
38,27.3,25.1,14.7,19,139,"C",20.9
58,32.9,18.7,17.4,20,111,"C",21.6
43,22.4,24,13.5,28,160,"C",18.9
26,32.8,19.7,22.9,28,130,"C",22.9
50,32,21.1,18.6,17,136,"C",22.8
28,20.3,31,23.5,23,130,"C",19.6
21,22.6,26.3,31.3,24,162,"C",19.6
23,26.7,22.3,12.5,25,130,"C",16.3
23,31.4,23.2,14.7,41,165,"C",23
27,20.7,22.2,22.5,35,171,"C",21.2
23,29.2,29.9,14.6,27,126,"C",20.2
21,36.5,27.3,20.8,47,169,"C",23.7
21,32.9,33.3,12.2,44,167,"C",23.4
54,30.1,20.5,13.5,16,110,"C",21.3
55,31.3,23.9,15.7,23,130,"C",23.8
25,31.5,24.5,13.7,59,157,"C",23.2
56,35.1,25.5,18.8,11,117,"C",23.1
28,31.1,25,21.7,31,170,"C",22.7
49,23.3,25.1,17.5,25,110,"C",23.5
36,26.6,30.1,12.5,24,149,"C",22.4
56,36.2,24.2,14.3,16,132,"C",24.4
54,29.4,19.5,20.5,24,134,"C",19.4
59,41.4,24.8,20.1,12,122,"C",24.3
23,30.4,21.6,10.9,26,131,"C",19.1
44,24.3,29.1,14.8,43,170,"C",22.7
59,37.6,24.7,16.5,11,125,"C",24.9
23,29.6,26.6,28,43,204,"C",19.9
21,25.3,23.8,10.1,42,172,"C",17.2
25,33.1,30.2,18.7,36,158,"C",24.4
25,17.8,22.1,19.6,21,135,"C",18.4
24,25.1,21.7,23.8,38,137,"C",20.3
22,23.5,28.1,21.5,46,167,"C",19.9
23,27.9,35.7,26.8,39,168,"C",21.9
23,29.6,29,10.3,44,126,"C",22.4
52,31.5,24.4,15,16,119,"C",21.7
51,17.1,23.9,14.1,29,154,"C",18.4
27,26.9,31.3,12.3,49,159,"C",22.5
23,24.5,29,19.5,39,175,"C",19.6
48,22.4,19.9,11,37,157,"C",18.9
63,31.1,20,20.2,23,87,"C",24
25,26.1,18.1,34.8,33,108,"C",20.7
23,36.7,30.5,27.3,30,169,"C",24.1
62,25.3,29.4,12.5,18,140,"C",25.8
39,26.4,23.6,22.5,20,188,"C",19.9
62,31.1,23,28.3,11,150,"C",21.1
22,34.2,30.6,10.1,48,167,"C",24.7
24,28.9,21.8,23.3,45,163,"C",19.7
36,21.8,28.3,24.5,30,166,"C",20.1
24,32.8,23,10.2,24,120,"C",20.2
35,30.1,21.2,21.8,30,156,"C",21.9
22,34,28.5,11.2,38,0,"C",23.6
47,31.4,28.1,18.1,31,117,"C",23.1
22,28.3,28.9,14.4,45,179,"C",22
55,35.6,25.1,16.3,13,110,"C",23.9
21,25,20.9,18.8,39,172,"C",18.4
25,28.2,24.9,12.8,27,161,"C",21
43,25.5,17.1,17.1,20,136,"C",19.3
28,24.5,30,18.9,32,159,"C",21.2
21,31.6,34.4,17.5,48,176,"C",27.5
28,39,22.5,16,38,137,"C",23.2
45,37.2,27.9,18.6,19,146,"C",23.9
22,25.2,30,12.9,30,138,"C",21.4
35,26.6,20.2,15.2,21,113,"C",19.2
29,38.3,24,20.3,27,146,"C",24.3
23,34.2,31.3,24.4,40,179,"C",23.1
48,27.5,24.2,16.4,24,132,"C",22.1
60,34.4,22.5,16.2,11,120,"C",23.9
61,37,15.8,16.8,10,118,"C",22.3
38,32.8,19.2,19.1,21,172,"C",21.6
32,31.9,19.6,24.8,33,135,"C",20.9
41,30.4,27.4,19.9,35,177,"C",24.7
23,32.3,25.1,12.8,23,133,"C",20.8
21,30.9,27.6,27.1,34,170,"C",21
26,24.3,24.3,16.2,48,153,"C",23
43,25.8,25,17,23,165,"C",22.1
54,30.2,33.4,24,34,162,"C",24.6
61,32.3,22.4,12,18,117,"C",24.8
59,25,28.8,14,30,128,"C",22.7
24,27.5,25.7,12.1,37,181,"C",19.9
44,32.6,23.5,21.9,20,132,"C",23.1
23,26.3,28.2,15.5,35,160,"C",19.8
21,21.3,24,24,28,139,"C",18.4
21,23.4,26.9,25.7,25,189,"C",20.5
21,18,20.3,13.8,61,214,"C",20.7
22,25.4,27.9,21,29,140,"C",21.2
21,21.6,28.4,20,57,203,"C",19.1
36,30.8,23.6,22,23,148,"C",20.8
56,35,21.6,15.8,10,129,"C",21.2
57,31.7,20.3,26.1,10,118,"C",24.4
25,26.3,30.8,11.5,25,177,"C",20.6
25,26.4,18.6,25.6,29,165,"C",23
39,21.2,23.5,17.3,28,137,"C",18.9
43,25.7,26.9,18.5,24,137,"C",19.9
48,36.5,32.2,10.7,31,155,"C",23.7
61,30.5,21.7,14.4,17,129,"C",22
29,29.3,27.5,26,26,150,"C",24.1
56,19.5,20.6,15,25,170,"C",20.3
41,25.5,26.4,24.8,23,164,"C",22.1
54,32.5,25.9,20.1,16,145,"C",22.5
30,21.9,29.3,12.6,33,166,"C",21
52,31.8,23.3,16.7,26,154,"C",28.7
23,28.9,24.6,12.9,24,106,"C",19.2
35,31.3,20.7,20.9,26,162,"C",23.6
37,22.8,19.7,19.6,31,165,"C",17.2
27,22,21.4,10.3,32,155,"C",19.7
23,26.4,27.3,15.9,39,142,"C",23.1
60,32,19.9,14.2,15,108,"C",24.9
64,30.3,20.6,15.9,11,76,"C",23
23,35.8,24.3,16.3,25,164,"C",24.4
41,26.3,24.6,10.7,25,133,"C",21.8
24,20.1,32.1,23.3,50,162,"C",18.3
35,28.2,20.3,11.7,21,119,"C",20.6
23,25.8,27.5,19.4,24,172,"C",21.7
31,30.5,22.9,16.3,26,143,"C",19.8
56,31.1,24,14.1,10,119,"C",21.7
57,33.6,27.4,18.8,16,137,"C",24.7
39,33.3,24,13.7,24,142,"C",22.2
44,24.6,30.4,24.3,37,141,"C",21.9
61,29.4,23.1,17.2,18,149,"C",22.4
55,32.5,20.7,18.5,14,119,"C",22.5
58,31.9,27.2,22.1,23,109,"C",23.9
46,31.2,34,24.1,19,161,"C",23
33,19.1,28,10,41,191,"C",19.1
22,30.1,22.5,11,37,150,"C",18.9
61,37,22.3,18.7,18,123,"C",24.2
55,29.5,25.8,15.1,26,156,"C",22.3
35,20.6,25.6,14.3,33,143,"C",21
32,23.1,28.1,9.4,35,171,"C",20.1
54,33,24.6,13.1,27,123,"C",23.8
59,32.7,24.1,19.2,13,120,"C",24.3
38,26,25.4,19,26,128,"C",20.4
42,31.4,31.1,13,26,187,"C",24.2
27,30.3,31.6,24,24,166,"C",23.6
57,31.1,23.7,15.1,24,105,"C",24.9
51,30.1,28.8,20.2,13,137,"C",24.7
47,31.4,25.9,18.8,17,150,"C",24.1
23,30.5,16.1,12.9,33,153,"C",19.6
23,36.9,32.4,12.9,30,148,"C",23.4
34,30.7,23.6,26.6,22,148,"C",22.4
55,26.1,21.1,17.7,13,131,"C",21.9
47,23.9,24.2,25.3,30,160,"C",21.4
29,20.5,26.5,18.2,37,185,"C",18.4
64,29.5,21.1,23.7,12,134,"C",25.6
59,26.2,25.3,15.3,29,123,"C",21.1
43,30.3,26.7,13.5,27,174,"C",24
29,33.1,23.4,10.5,26,138,"C",19.6
26,23.4,27.9,24.4,30,138,"C",19.9
24,25.9,21.4,33.3,26,182,"C",17.6
21,24.5,23.4,25.1,42,180,"C",19
39,30.9,24,14.7,22,150,"C",21.8
37,38,26.5,21.5,30,147,"C",24.5
21,22.3,23.1,20.4,28,162,"C",19.6
28,24.2,28.3,10.6,26,185,"C",19.7
41,24.4,34.4,22.1,37,161,"C",22.8
31,26.6,27.3,14.4,22,138,"C",21.2
49,36.8,24.6,16,26,130,"C",22.7
23,30.2,23.3,19.4,44,132,"C",24.2
32,31.2,20.1,20.4,25,130,"C",19.1
27,28.1,28.7,18.8,36,151,"C",22.3
53,27,13.5,12.4,25,129,"C",20
50,26.3,19.4,11.9,24,132,"C",21.7
21,27.2,31.9,25.1,24,186,"C",24.3
22,20.1,21.3,12.7,40,194,"C",20.8
34,30.7,18.7,18.7,24,68,"C",21.3
28,32.6,21.2,15.9,29,154,"C",22
39,15.7,22.2,12.7,32,185,"C",19.2
55,37.5,20.5,15,24,105,"C",23.7
25,30,28,11.7,39,112,"C",25.9
44,22.4,27,18.9,42,159,"C",20.9
29,28.2,30.5,13.3,40,181,"C",21.5
23,32,29.3,13.7,24,156,"C",21.4
52,29.7,22.4,20.2,14,126,"C",20.7
25,26.5,27.5,10.9,49,146,"C",21.1
47,24.6,24.9,22.1,28,165,"C",20.6
23,28,27.4,20,38,157,"C",23.1
21,27.7,17.8,12.8,29,159,"C",19.2
42,24.4,22.8,16,27,125,"C",18.2
43,27.8,32.6,17.9,35,164,"C",24.4
22,22.7,20.5,12.8,32,164,"C",21.4
23,21.5,18.6,22.2,27,138,"C",17
52,30.1,23.6,19.4,24,143,"C",26.1
23,25.8,20.6,22.7,28,140,"C",17.7
22,20.6,19.2,13.3,25,146,"C",15.1
57,25.4,16.5,22.4,19,107,"C",18.8
64,30.2,20.9,22.2,25,107,"C",21.2
48,36.2,22.3,14,30,108,"C",24.8
60,31.2,21.9,18.9,13,108,"C",25
29,21.5,26.5,16.7,44,171,"C",20.3
58,40.3,22.8,18.4,17,112,"C",21.4
50,31.4,22.1,16.8,18,130,"C",22.2
25,38.6,25.6,23.6,37,168,"C",23.1
24,30.3,30.3,12.4,32,176,"C",22.4
48,35.6,23.7,24.1,40,142,"C",24.4
30,34.2,29,14.8,42,186,"C",23.1
28,34.6,27.2,21.4,26,179,"C",23.6
32,27.2,28.6,10.9,43,159,"C",19.6
27,25.1,25.5,20,34,159,"C",18
32,22.7,29,13.1,51,182,"C",21.1
22,20.3,21,15.8,39,168,"C",16.6
56,26.5,25,12.1,26,141,"C",18.9
21,32.1,27.4,17.6,34,141,"C",23.5
60,35,27.3,15,11,101,"C",23.5
27,26.3,25.9,13.1,39,148,"C",20.3
51,27.3,19.6,12.8,21,165,"C",20.9
64,37.4,20.2,20,19,111,"C",23
33,33.1,25.7,16.7,35,144,"C",20.3
27,35.3,25.7,14.6,47,117,"C",22.7
39,28.9,28,20.1,21,139,"C",22.7
23,30.4,26,13,36,185,"C",20.1
52,33.5,23.6,19.6,24,122,"C",22.3
46,23.1,24.9,14,20,146,"C",20.5
30,27.1,35.7,13.22,29,148,"C",22.9
22,27,31.6,14.2,38,121,"C",22.1
26,29.8,21,22,22,132,"C",18.9
